codigo,fecha,stock_actual,agotado_30d,clase,stock_inicial,consumo_promedio,consumo_minimo,consumo_maximo,reposicion_promedio,frecuencia_movimiento,probabilidad_agotamiento
779706.0,2026-12-01,18,1,0,75,1.48,1,3,13,0.4306,0.9434437258113413
167653.0,2026-12-01,27,0,2,34,1.33,1,2,12,0.1111,0.0005873486316537155
168067.0,2026-12-01,26,0,1,54,1.5,1,2,11,0.0417,0.0
188580.0,2026-12-01,17,1,0,35,1.71,1,5,8,0.2778,0.833663326293076
779673.0,2026-12-01,0,0,0,6,1.9,1,5,1,0.2361,0.4387507902998711
785384.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
188486.0,2026-12-01,63,0,2,102,1.75,1,3,14,0.0694,4.549590536851683e-06
778865.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
167609.0,2026-12-01,0,0,1,22,2.0,2,2,3,0.0417,0.029558131917512342
784953.0,2026-12-01,0,0,0,31,4.22,1,22,10,0.2083,0.6308507979156519
779641.0,2026-12-01,0,1,0,3,1.8,1,4,2,0.2083,0.5241110546757142
778952.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
785147.0,2026-12-01,0,0,2,3,2.0,1,6,3,0.1806,0.5588378073991294
779633.0,2026-12-01,0,0,2,10,1.33,1,2,2,0.0694,0.03990471902800802
779464.0,2026-12-01,22,0,2,20,1.33,1,2,1,0.0972,0.0013434955866041133
784991.0,2026-12-01,10,0,2,12,1.4,1,3,3,0.0833,0.0016043443352491485
779546.0,2026-12-01,0,0,0,162,3.27,1,13,15,0.6806,0.030773170794889705
167933.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
937599.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
7787.0,2026-12-01,0,0,0,11,2.0,1,5,3,0.2083,0.09474189116530943
786150.0,2026-12-01,34,1,0,67,7.5,1,57,22,0.2222,0.9898376024340924
778658.0,2026-12-01,37,0,1,50,1.0,1,1,25,0.0278,0.0
784758.0,2026-12-01,14,0,2,23,2.0,1,3,1,0.0694,0.0066054091063545905
778315.0,2026-12-01,36,0,2,38,1.0,1,1,1,0.125,0.00022644218558521355
167855.0,2026-12-01,11,0,1,15,1.0,1,1,0,0.0139,0.0
778350.0,2026-12-01,37,0,3,37,0.0,0,0,0,0.0,0.0
779940.0,2026-12-01,0,0,0,71,2.35,1,9,11,0.4583,0.035836630756099566
778506.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
166742.0,2026-12-01,9,0,1,17,1.0,1,1,0,0.0417,0.0
786085.0,2026-12-01,0,1,2,32,6.25,1,20,9,0.125,0.34730522678823855
784778.0,2026-12-01,0,0,2,54,5.83,1,30,21,0.125,0.23957933564074685
779818.0,2026-12-01,11,0,1,18,1.5,1,2,0,0.0278,0.00015647420621124297
168107.0,2026-12-01,118,0,2,205,1.2,1,2,48,0.1806,5.580626385315994e-05
779787.0,2026-12-01,0,0,0,43,1.75,1,8,7,0.3194,0.0524476085131448
778534.0,2026-12-01,22,0,1,29,1.0,1,1,4,0.0278,0.0
786067.0,2026-12-01,0,0,0,47,5.29,1,29,8,0.2083,0.6251054404045961
784883.0,2026-12-01,4,1,2,27,2.0,1,4,3,0.1111,0.8144993750826149
779782.0,2026-12-01,29,1,0,115,2.1,1,9,21,0.3889,0.9336415738836336
778600.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
785996.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
784921.0,2026-12-01,29,1,0,39,4.2,1,27,8,0.3472,0.9907442338084005
7497.0,2026-12-01,10,0,1,22,1.0,1,1,1,0.0278,0.0
786271.0,2026-12-01,17,0,1,26,1.0,1,1,0,0.0278,0.0
168238.0,2026-12-01,63,0,0,74,1.82,1,8,5,0.2083,0.11381845702279465
786591.0,2026-12-01,0,0,2,16,4.5,1,13,5,0.1944,0.6989191861163391
7871.0,2026-12-01,13,1,0,92,2.67,1,14,14,0.6111,0.9816505101629984
7254.0,2026-12-01,17,0,1,21,1.0,1,1,1,0.0278,0.0
784489.0,2026-12-01,0,1,0,152,6.64,1,98,18,0.7083,0.8158088216272137
7207.0,2026-12-01,0,0,0,27,1.69,1,5,6,0.2778,0.03591537114396139
781879.0,2026-12-01,0,0,1,12,4.0,4,4,2,0.0417,0.0906147299845686
6883.0,2026-12-01,6,1,0,28,1.71,1,4,2,0.3056,0.942015925848366
167766.0,2026-12-01,29,0,1,28,1.5,1,2,15,0.0417,0.0
6980.0,2026-12-01,22,0,2,23,1.33,1,2,4,0.1389,0.0020322710914692536
786721.0,2026-12-01,15,0,1,17,3.0,3,3,1,0.0278,0.0011570051227912071
781924.0,2026-12-01,26,0,3,26,0.0,0,0,0,0.0,0.0
167770.0,2026-12-01,29,0,1,43,1.5,1,2,31,0.0417,0.0
7158.0,2026-12-01,10,1,2,15,2.67,1,6,5,0.1528,0.8636203979479489
188715.0,2026-12-01,71,0,0,83,2.63,1,13,10,0.4167,0.5201426153333661
786804.0,2026-12-01,0,0,1,11,2.0,2,2,1,0.0278,0.030940922982980457
7826.0,2026-12-01,20,0,2,18,1.0,1,1,1,0.0694,1.0570824524312897e-05
784543.0,2026-12-01,4,1,0,63,6.38,1,40,14,0.2083,0.9886082978176433
166547.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
7823.0,2026-12-01,0,0,2,6,1.88,1,7,2,0.1528,0.2252504175042315
6895.0,2026-12-01,16,0,2,28,1.17,1,2,3,0.125,0.00543697805401444
786803.0,2026-12-01,2,1,1,8,2.0,2,2,0,0.0139,0.5878295110053811
168207.0,2026-12-01,2,1,1,17,3.0,3,3,0,0.0139,0.6169613043985589
781928.0,2026-12-01,20,0,1,25,1.0,1,1,0,0.0139,0.0
6987.0,2026-12-01,2,1,2,32,2.0,1,3,12,0.0694,0.8796767964078601
784494.0,2026-12-01,21,1,0,43,3.62,1,26,11,0.2778,0.9484950468050832
6933.0,2026-12-01,0,0,0,38,1.47,1,6,7,0.3889,0.10379634027876669
167753.0,2026-12-01,24,0,1,30,1.0,1,1,17,0.0278,0.0
786733.0,2026-12-01,15,0,1,23,1.0,1,1,0,0.0278,0.0
784632.0,2026-12-01,0,0,0,12,2.46,1,7,2,0.4861,0.5102101102163593
782283.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
784405.0,2026-12-01,0,1,0,113,5.25,1,72,25,0.3611,0.7266868720088904
168199.0,2026-12-01,124,0,2,187,1.2,1,2,74,0.0972,3.696516172489974e-05
7261.0,2026-12-01,2,0,1,22,1.0,1,1,0,0.0417,0.15173956690619708
166296.0,2026-12-01,9,0,2,12,1.5,1,2,4,0.0556,0.01262186873537769
2023614.0,2026-12-01,11,0,1,11,2.0,2,2,0,0.0417,0.0009513113887945645
9402.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
6656.0,2026-12-01,156,1,0,207,3.0,1,13,5,0.6944,0.14730136385010512
781756.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
786532.0,2026-12-01,21,0,1,35,1.0,1,1,1,0.0417,0.0
781646.0,2026-12-01,14,0,1,17,1.0,1,1,0,0.0139,0.0
6678.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
784650.0,2026-12-01,0,1,0,16,3.11,1,27,7,0.5139,0.8871558700818793
